# 14.3、14.4 合并转写稿
转写时间：2026-06-14 18:37:33
模型：faster-whisper-base，本地 CPU int8

# 14.3.m4a 转写稿
来源文件：/Users/xiaodi/Downloads/14.3.m4a

[0002.06 - 0005.82] 或一点油浅就用一条直线与这条直线平行
[2198.24 - 2199.24] 你又不写单位
[2199.24 - 2201.24] 你也四分全扣
[2201.24 - 2202.24] 东西是没有
[2202.24 - 2203.24] 东西是没有
[2203.24 - 2204.24] 东西是
[2204.24 - 2205.24] 田空也是一点点问题的回应去
[2205.24 - 2206.24] 有一点点问题的全扣
[2206.24 - 2207.24] 我单位以上
[2207.24 - 2209.24] 多了单位也不兴少
[2209.24 - 2210.24] 单位也不兴
[2210.24 - 2211.24] 然后所以
[2211.24 - 2212.24] 所以这你的话
[2212.24 - 2213.24] 所以这你的话
[2213.24 - 2214.24] 有的时候算完之后
[2214.24 - 2215.24] 还只是想跟多少
[2215.24 - 2216.24] 度多少分去写
[2216.24 - 2218.24] 就会发现
[2218.24 - 2219.24] 度多少分去
[2219.24 - 2220.24] 已经带单位了
[2220.24 - 2221.24] 人家
[2221.24 - 2222.24] 后面的单位是不是
[2222.24 - 2223.24] 就重复了吗
[2223.24 - 2224.24] 所以这种情况
[2224.24 - 2225.24] 我们定打场
[2225.24 - 2226.24] 你就要去加
[2226.24 - 2227.24] 多少度多少分
[2227.24 - 2228.24] 变成
[2228.24 - 2229.24] 小数
[2229.24 - 2230.24] 变成小数
[2230.24 - 2231.24] 或者分数
[2231.24 - 2232.24] 然后再去
[2232.24 - 2234.24] 统一带上度的单位
[2234.24 - 2235.24] 我们算一下吧
[2235.24 - 2236.24] 因为
[2236.24 - 2237.24] 你第一次遇到
[2237.24 - 2238.24] 东西就是错了
[2238.24 - 2239.24] 这一次又有一个远错
[2239.24 - 2242.24] 就是50度
[2242.24 - 2245.24] 23分加上
[2245.24 - 2247.24] 23过分
[2247.24 - 2248.24] 57分
[2248.24 - 2249.24] 对不对
[2249.24 - 2250.24] 52
[2250.24 - 2251.24] 52
[2251.24 - 2253.24] 然后
[2253.24 - 2254.24] 这个
[2254.24 - 2255.24] 角度的计算
[2255.24 - 2256.24] 其实
[2256.24 - 2257.24] 我都没有再讲
[2257.24 - 2258.24] 我就给你们说了
[2258.24 - 2259.24] 一个例子
[2259.24 - 2260.24] 以为
[2260.24 - 2261.24] 十中的计算
[2261.24 - 2262.24] 就会了
[2262.24 - 2263.24] 半夜有时间的计算
[2263.24 - 2264.24] 所谓的时间计算
[2264.24 - 2265.24] 就是
[2265.24 - 2266.24] 因为
[2266.24 - 2267.24] 我平时可能喜欢
[2267.24 - 2268.24] 十万的计算
[2268.24 - 2269.24] 所以这里面
[2269.24 - 2270.24] 右手的计算一下
[2270.24 - 2271.24] 单位统一的分
[2271.24 - 2272.24] 去相加
[2272.24 - 2273.24] 就是
[2273.24 - 2274.24] F
[2274.24 - 2275.24] F
[2275.24 - 2276.24] F
[2276.24 - 2277.24] F
[2277.24 - 2278.24] F
[2278.24 - 2279.24] F
[2279.24 - 2280.24] F
[2280.24 - 2281.24] F
[2281.24 - 2282.24] F
[2282.24 - 2283.24] F
[2283.24 - 2284.24] F
[2284.24 - 2285.24] F
[2285.24 - 2286.24] F
[2286.24 - 2287.24] F
[2287.24 - 2288.24] F
[2288.24 - 2289.24] F
[2289.24 - 2290.24] F
[2290.24 - 2291.24] F
[2291.24 - 2292.24] F
[2292.24 - 2293.24] F
[2293.24 - 2294.24] F
[2294.24 - 2295.24] 别通着计算
[2295.24 - 2296.24] 因为同学转换
[2296.24 - 2297.24] 转换很慢的
[2297.24 - 2298.24] 80的什么
[2298.24 - 2299.24] 90分
[2299.24 - 2300.24] 60分
[2300.24 - 2301.24] 60分
[2301.24 - 2303.24] 所以说一度
[2303.24 - 2304.24] 还剩了30分
[2304.24 - 2305.24] 有没有点
[2305.24 - 2306.24] 然后先算度
[2306.24 - 2308.24] 度的会52加
[2308.24 - 2309.24] 23
[2309.24 - 2310.24] 又不是
[2310.24 - 2311.24] 其实
[2311.24 - 2312.24] 我在下一数
[2312.24 - 2313.24] 76度
[2313.24 - 2314.24] 30分
[2314.24 - 2315.24] 然后有一位
[2315.24 - 2316.24] 要把它
[2316.24 - 2317.24] 统一位
[2317.24 - 2318.24] 多少度
[2318.24 - 2319.24] 我到我去
[2319.24 - 2320.24] 30分转换
[2320.24 - 2321.24] 30分
[2321.24 - 2322.24] 刚好
[2322.24 - 2323.24] 60分
[2323.24 - 2324.24] 22分之一
[2324.24 - 2325.24] 这边是76
[2325.24 - 2326.24] 76分之一
[2326.24 - 2327.24] 712分之一
[2327.24 - 2328.24] 525度
[2328.24 - 2329.24] 就是以会一不来吗
[2329.24 - 2330.24] 熟了之后
[2330.24 - 2331.24] 可以像你们方向上快一点
[2331.24 - 2332.24] 如果不熟
[2332.24 - 2333.24] 你慢慢来
[2333.24 - 2334.24] 上手
[2334.24 - 2335.24] 上手
[2335.24 - 2336.24] 上手
[2336.24 - 2337.24] 上手
[2337.24 - 2338.24] 上手
[2338.24 - 2339.24] 上手
[2339.24 - 2342.45] 上手
[2342.45 - 2343.45] 上手
[2343.45 - 2344.45] 上手
[2344.45 - 2345.45] 上手
[2345.45 - 2346.45] 上手
[2346.45 - 2347.45] 上手
[2347.45 - 2348.45] 上手
[2348.45 - 2349.45] 上手
[2349.45 - 2350.45] 上手
[2350.45 - 2351.45] 上手
[2351.45 - 2352.45] 上手
[2352.45 - 2353.45] 上手
[2353.45 - 2354.45] 上手
[2354.45 - 2355.45] 上手
[2355.45 - 2356.45] 上手
[2356.45 - 2357.45] 上手
[2357.45 - 2358.45] 上手
[2358.45 - 2359.45] 上手
[2359.45 - 2360.45] 上手
[2360.45 - 2361.45] 上手
[2361.45 - 2362.45] 上手
[2362.45 - 2363.45] 上手
[2363.45 - 2364.45] 上手
[2364.45 - 2365.45] 上手
[2365.45 - 2366.45] 上手
[2366.45 - 2367.45] 上手
[2367.45 - 2368.45] 上手
[2368.45 - 2369.45] 上手
[2369.45 - 2370.45] 上手
[2370.45 - 2371.45] 上手
[2371.45 - 2372.45] 上手
[2372.45 - 2373.45] 上手
[2373.45 - 2374.45] 上手
[2374.45 - 2375.45] 上手
[2375.45 - 2376.45] 上手
[2376.45 - 2377.45] 上手
[2377.45 - 2378.45] 上手
[2378.45 - 2379.45] 上手
[2379.45 - 2380.45] 上手
[2380.45 - 2381.45] 上手
[2381.45 - 2382.45] 上手
[2382.45 - 2383.45] 上手
[2383.45 - 2384.45] 上手
[2384.45 - 2386.45] 但是有一种情况不行啦
[2386.45 - 2388.45] 所以我只算了其中一种答案
[2388.45 - 2390.45] 我只算了其中一种情况
[2390.45 - 2392.45] 当问题两个情况都可以
[2392.45 - 2394.45] 试试就是那么惨不过对不对
[2394.45 - 2396.45] 所以以后你们别太相信自己
[2396.45 - 2398.45] 就越简单的体
[2398.45 - 2400.45] 我越不想你们过于相信自己
[2400.45 - 2402.45] 越越简单的体
[2402.45 - 2404.45] 你丢老师就不越可惜
[2404.45 - 2405.45] 多么要
[2405.45 - 2406.45] 多么要一套试距里面
[2406.45 - 2407.45] 它有蓝体
[2407.45 - 2408.45] 有简单体
[2408.45 - 2411.45] 简单的体是能够有120分甚至更多的
[2411.45 - 2413.45] 你单单的这个地方丢了蓝体
[2413.45 - 2415.45] 就分数是分丑吧
[2415.45 - 2417.45] 所以你想要你的分数是好看
[2417.45 - 2419.45] 应该是把简单的体拉过了
[2419.45 - 2422.45] 再去尽可不多的分析出来的体
[2422.45 - 2423.45] 懂意思吗
[2423.45 - 2425.45] 而不是说全副学分析难提去了
[2425.45 - 2426.45] 简单体什么的话时间
[2426.45 - 2428.45] 所以这里你们既然知道
[2428.45 - 2429.45] 绝对只1分两分情况
[2429.45 - 2431.45] 你就2a等于1加3
[2431.45 - 2433.45] 4a等于1加3两分情况
[2433.45 - 2435.45] 方程够老老师去算
[2435.45 - 2437.45] 反正操控只算是1分钟的事情
[2437.45 - 2438.45] 对不对
[2438.45 - 2440.45] 你老老师的算就算了是来可以
[2440.45 - 2441.45] 算了算了不可以
[2441.45 - 2442.45] 好吧
[2442.45 - 2443.45] 但这个体我还要强调一下
[2443.45 - 2444.45] 这个到体验
[2444.45 - 2446.45] 因为它出的没有那么多
[2446.45 - 2450.45] 但它没有出的很雕尊
[2450.45 - 2451.45] 你们好
[2451.45 - 2452.45] 因为按你来说
[2452.45 - 2453.45] 我们的两个情况
[2453.45 - 2456.45] 是不是2a等于1加3
[2456.45 - 2458.45] 和4a等于1加3
[2458.45 - 2459.45] 对吧
[2459.45 - 2461.45] 然后这个地方算成是1等于3
[2461.45 - 2464.45] 这个地方是不是算出来1等于1
[2464.45 - 2466.45] 而富益
[2466.45 - 2468.45] 这个1过去1.3
[2468.45 - 2470.45] 这个1过来3a等于富3是1等于富益
[2470.45 - 2471.45] 对不对
[2471.45 - 2473.45] 然后有了富益
[2473.45 - 2475.45] 它就算是老老师算
[2475.45 - 2477.45] 它草药上口地也不下表说了是这样
[2477.45 - 2479.45] 把两个方程摆出来算出答案
[2479.45 - 2480.45] 也一样做情况
[2480.45 - 2481.45] 然后直接去用
[2481.45 - 2484.45] 但是有的时候它万一体
[2484.45 - 2486.45] 要为你出的再一类听一点
[2486.45 - 2487.45] 你想一下
[2487.45 - 2490.45] 我这个方程成立的前提要求是什么
[2490.45 - 2492.45] 我这个方程要出来
[2492.45 - 2494.45] 要成立的前提要求是什么
[2494.45 - 2498.45] 是a必须绝对只等于本身
[2498.45 - 2499.45] 虽然有本身
[2499.45 - 2499.65] a必须
[2499.65 - 2502.65] a必须干嘛
[2505.65 - 2506.45] 为鲜
[2506.45 - 2508.45] 一不光顾的云里还得为鲜才可以出售
[2508.45 - 2511.45] 下面这一个方程要成立的前期要求是
[2511.45 - 2513.45] a不光顾的云里
[2513.45 - 2517.45] 所以这个体常试比较好的使出什么
[2517.45 - 2520.45] 但是处的比较友善的那什么
[2520.45 - 2522.45] 它在a大云里绫度这一个情况里面
[2522.45 - 2524.45] 寸出来a确实的为鲜
[2524.45 - 2526.45] 它在a小云里这个情况里面算出来
[2526.45 - 2527.45] a确实的为負
[2527.45 - 2530.21] 所以你们两个答案就很平安无设作出来了
[2530.21 - 2530.81] 对不对
[2530.81 - 2531.97] 但万一
[2531.97 - 2533.73] 这一个方程要全力他的钱
[2533.73 - 2535.33] 最要求是A1万云
[2535.33 - 2537.61] 但你算出来是不一
[2537.61 - 2539.33] 是不是就前后冲锅
[2539.33 - 2540.49] 所以你要又要因为
[2540.49 - 2542.45] 就得给你排斥的状况
[2542.45 - 2543.29] 等我一下
[2543.29 - 2544.61] 所以这一条题别觉得
[2544.61 - 2545.65] 我把两个方程算出来
[2545.65 - 2546.69] 我就是真的会了
[2546.69 - 2547.97] 要万一再给你考浪
[2547.97 - 2549.01] 一点像这种东西
[2549.01 - 2551.05] 你说还是该排的还是得排
[2551.05 - 2551.77] 等我一下
[2551.77 - 2555.33] 所以以后像这种绝对只相关的题目
[2555.33 - 2556.37] 你要顺利讨论的
[2556.37 - 2558.81] 你最好两成像手术了是这样的习惯
[2558.81 - 2560.85] 将我一阵的时候
[2560.85 - 2562.53] A大云明像把饭骨写前面
[2562.53 - 2564.09] 再训练方头再许计算
[2564.09 - 2565.49] 算完就一样同习惯去
[2565.49 - 2567.61] 对比一下是否符合要求
[2567.61 - 2569.73] 符合就取不符合就舍
[2569.73 - 2571.01] 等我再说什么吗
[2571.01 - 2572.57] 把这一个动点以自己
[2572.57 - 2574.37] 反正我就不懂得了吗
[2574.37 - 2576.33] 你们能感受到我在强调什么吗
[2576.33 - 2577.97] 把我强调这个点
[2577.97 - 2579.05] 用自己的语言
[2579.05 - 2580.13] 难比稀出谎谅
[2581.93 - 2582.45] 错了同学
[2582.45 - 2583.37] 不许写笔记的
[2583.37 - 2584.21] 顺利讨论这个地方
[2584.21 - 2585.21] 不许写一下
[2585.21 - 2586.49] 就万一写
[2586.49 - 2587.73] 你想这一次没遇到
[2587.73 - 2589.41] 我一下去遇到入玩中
[2589.41 - 2618.12] 这个笔记做直接休息吧
[2618.12 - 2618.64] OK

# 14.4.m4a 转写稿
来源文件：/Users/xiaodi/Downloads/14.4.m4a

[0000.02 - 0002.02] 我們來看一下
[0002.02 - 0004.02] 沒把茶壺有一個壺
[0004.02 - 0006.02] 但這個配到比較簡單的
[0006.02 - 0007.02] 沒有說幾筆記
[0007.02 - 0008.02] 就是一筆一眼
[0008.02 - 0009.02] 就一個配一個
[0009.02 - 0011.02] 你們這個筆怎麼撐爛地
[0013.02 - 0015.02] 該車間共有
[0015.02 - 0019.02] 四條生產線生產案
[0019.02 - 0022.02] 每條生產線一天只能生產紅玉毒組織
[0022.02 - 0023.02] 但第二天可以更換
[0023.02 - 0025.02] 然後每天生產的數量
[0025.02 - 0026.02] 我一下第一問
[0026.02 - 0028.02] 有人錯話叫
[0028.02 - 0030.02] 學錯了
[0030.02 - 0031.02] 講一下
[0031.02 - 0032.02] 如果只開一條生產線
[0032.02 - 0033.02] 是不是要等於說
[0033.02 - 0034.02] 當前的時候
[0034.02 - 0036.02] 不管是無照這條生產線是誰
[0036.02 - 0037.02] 對不對
[0037.02 - 0038.02] 但是目前對於我
[0038.02 - 0039.02] 這生產線是每天的原因
[0039.02 - 0040.02] 對
[0040.02 - 0041.02] 在生產線我不知道是誰
[0041.02 - 0042.02] 但是已經固定了
[0042.02 - 0043.02] 又只有一條
[0043.02 - 0044.02] 對不對
[0044.02 - 0046.02] 那你先去吧
[0046.02 - 0047.02] 回到我以前做的題目
[0047.02 - 0048.02] 就是這個生產線
[0048.02 - 0049.02] 我已經固定了就只有一條
[0049.02 - 0051.02] 來,六天最多生產
[0051.02 - 0052.02] 多少把茶壺
[0052.02 - 0053.02] 我來茶壺
[0053.02 - 0054.02] 你說得又茶生根
[0054.02 - 0055.02] 國生根補蓋嗎
[0055.02 - 0056.02] 所以
[0056.02 - 0059.02] 你說你設一個生子
[0059.02 - 0061.02] 補生的
[0061.02 - 0062.02] 有X天
[0062.02 - 0063.02] 那我補蓋的
[0063.02 - 0064.02] 是六件一天
[0064.02 - 0065.02] 是的
[0065.02 - 0066.02] 然後
[0066.02 - 0067.02] 人家
[0067.02 - 0069.02] 然後
[0069.02 - 0071.02] 他說
[0071.02 - 0074.02] 我叫去用
[0074.02 - 0075.02] 天素
[0075.02 - 0077.02] 誠意每天的這個效率對不對
[0077.02 - 0078.02] 然後接下來
[0078.02 - 0079.02] 你用困難
[0079.02 - 0080.02] 你每天的效率
[0080.02 - 0081.02] 是不同的生產線
[0081.02 - 0082.02] 效率不一樣
[0082.02 - 0083.02] 所以你去分析
[0083.02 - 0084.02] 什麼情況
[0084.02 - 0087.02] 1、2、3、4種情況
[0087.02 - 0089.02] A、4、3、4、5
[0089.02 - 0091.02] 等於六件一天的插型
[0091.02 - 0092.02] 一三十五
[0092.02 - 0093.02] 解方筹
[0093.02 - 0095.02] A、4、3、4、5
[0095.02 - 0097.02] 等於六件一天的插型
[0097.02 - 0098.02] 一三十
[0098.02 - 0099.02] 解方筹
[0099.02 - 0101.02] A、4、3、10
[0101.02 - 0102.02] 等於
[0102.02 - 0103.02] 六件一天的插型
[0103.02 - 0104.02] 二十
[0104.02 - 0105.02] 解方筹
[0105.02 - 0106.02] A、4、3、4、5
[0106.02 - 0107.02] 等於
[0107.02 - 0108.02] 六件一天的插型
[0108.02 - 0109.02] 四十
[0109.02 - 0110.02] 解方筹
[0110.02 - 0111.02] 是都可以上出X
[0111.02 - 0112.02] 然後上出X天
[0112.02 - 0113.02] 上出X之後
[0113.02 - 0115.02] 你是不是就可以上出X天
[0115.02 - 0116.02] 有多少個伏身
[0116.02 - 0117.02] 或者有具體多少個
[0117.02 - 0118.02] 伏蓋
[0119.02 - 0120.02] 對吧
[0120.02 - 0121.02] 上出X天
[0121.02 - 0122.02] 就知道有多少個伏身了嗎
[0122.02 - 0123.02] 多少個伏身是不是
[0123.02 - 0124.02] 就意味著
[0124.02 - 0125.02] 你可以組成多少套
[0125.02 - 0126.02] 伏
[0126.02 - 0128.02] 那最多的那個時間
[0128.02 - 0129.02] 就算出來了
[0129.02 - 0130.02] 知道我說什麼嗎
[0130.02 - 0131.02] 很簡單
[0131.02 - 0132.02] 第一文
[0132.02 - 0133.02] 第二文
[0133.02 - 0134.02] 第二文
[0134.02 - 0135.02] 他說
[0135.02 - 0136.02] 如果四條流水線
[0136.02 - 0137.02] 都開頭
[0137.02 - 0138.02] 今天加大馬
[0138.02 - 0139.02] 你四個都在開
[0139.02 - 0140.02] 對不對
[0140.02 - 0141.02] 然後我六天
[0141.02 - 0142.02] 最多可以生產
[0142.02 - 0144.02] 多少把財伙
[0144.02 - 0145.02] 那你想一下
[0145.02 - 0146.02] 我是不是要求
[0146.02 - 0147.02] 最多生產
[0147.02 - 0149.02] 多少把財伙
[0149.02 - 0150.02] 茶伙
[0150.02 - 0151.02] 茶伙
[0151.02 - 0152.02] 我最多生產
[0152.02 - 0154.02] 多少把茶伙
[0154.02 - 0155.02] 茶伙又是
[0155.02 - 0156.02] 有一個平生
[0156.02 - 0157.02] 一個伏身
[0157.02 - 0158.02] 對一個伏蓋伏成
[0158.02 - 0159.02] 那是不是當我的
[0159.02 - 0160.02] 伏身伏
[0160.02 - 0161.02] 伏蓋最多的時候
[0161.02 - 0162.02] 我的茶伙
[0162.02 - 0163.02] 總數量會最多
[0163.02 - 0164.02] 那
[0164.02 - 0166.02] 伏蓋
[0166.02 - 0167.02] 或者伏身最多
[0167.02 - 0168.02] 現在有四條流水線
[0168.02 - 0169.02] 去選擇
[0169.02 - 0170.02] 是不是
[0170.02 - 0171.02] 進一樣的讓
[0171.02 - 0173.02] 我有六天嘛對不對
[0173.02 - 0175.02] 比如說我要去生產茶伙
[0175.02 - 0176.02] 我是個企業區
[0176.02 - 0177.02] 讓生產
[0177.02 - 0178.02] 我是染胡生
[0178.02 - 0180.02] 我就染生產胡生
[0180.02 - 0181.02] 效率最高的一一
[0181.02 - 0183.02] 加大
[0183.02 - 0184.02] 加大馬
[0184.02 - 0186.02] 你只會去生產六天
[0186.02 - 0187.02] 對不對
[0187.02 - 0188.02] 我要最多嘛
[0188.02 - 0189.02] 我除了伏身
[0189.02 - 0190.02] 伏蓋
[0190.02 - 0191.02] 都最多就好了
[0191.02 - 0192.02] 那你身上
[0192.02 - 0193.02] 做的最好的
[0193.02 - 0194.02] 效率最高的
[0194.02 - 0195.02] 天天都去做那個
[0195.02 - 0196.02] 胡生
[0196.02 - 0197.02] 或者天天都去做
[0197.02 - 0198.02] 胡蓋就可以了
[0198.02 - 0199.02] 所以證明
[0199.02 - 0200.02] 我們確定的是什麼
[0200.02 - 0201.02] 我們確定的是
[0201.02 - 0202.02] 一定是
[0202.02 - 0204.02] 加
[0204.02 - 0205.02] 比
[0205.02 - 0206.02] 低
[0206.02 - 0207.02] 這四條線
[0207.02 - 0208.02] 其中以
[0208.02 - 0209.02] 你的三十五
[0209.02 - 0210.02] 在伏身體裡面
[0210.02 - 0211.02] 是效率最高的
[0211.02 - 0212.02] 你只能去做
[0212.02 - 0213.02] 五生產胡生
[0213.02 - 0214.02] 你最多
[0214.02 - 0215.02] 吃產六天
[0215.02 - 0216.02] 可不可以
[0216.02 - 0217.02] 然後
[0217.02 - 0218.02] 那誰呢
[0218.02 - 0219.02] 誰都不蓋效率最高
[0219.02 - 0220.02] 加
[0220.02 - 0222.02] 所以我乾脆讓
[0222.02 - 0223.02] 丁直接去做
[0223.02 - 0224.02] 只生產
[0224.02 - 0225.02] 胡蓋
[0225.02 - 0227.02] 而且也跟我生產六天
[0227.02 - 0228.02] 沒毛病嗎
[0228.02 - 0229.02] 所以他們到底
[0229.02 - 0230.02] 能生產多少個蓋
[0230.02 - 0231.02] 多少個生產
[0231.02 - 0232.02] 算出來
[0232.02 - 0233.02] 因為六成
[0233.02 - 0234.02] 四十
[0234.02 - 0235.02] 和六成
[0235.02 - 0237.02] 三十五
[0237.02 - 0239.02] 都生
[0239.02 - 0240.02] 蓋
[0240.02 - 0241.02] 沒問題嗎
[0241.02 - 0242.02] 沒有
[0242.02 - 0243.02] 那現在
[0243.02 - 0245.02] 再來
[0245.02 - 0246.02] 是為夾邊邊
[0246.02 - 0247.02] 還沒有提出要求
[0247.02 - 0249.02] 那我總
[0249.02 - 0250.02] 整個題目的要做
[0250.02 - 0251.02] 就是什麼
[0251.02 - 0252.02] 要讓
[0252.02 - 0253.02] 胡生
[0253.02 - 0254.02] 胡蓋
[0254.02 - 0255.02] 肯定是沒有浪費的
[0255.02 - 0256.02] 完美匹配
[0257.02 - 0258.02] 剛好
[0258.02 - 0259.02] 配套
[0259.02 - 0260.02] 是不是最好的
[0260.02 - 0261.02] 所以是會總共的
[0261.02 - 0262.02] 就是胡生的總數
[0262.02 - 0263.02] 兩個
[0263.02 - 0264.02] 跟胡蓋的總數
[0264.02 - 0265.02] 最終應該相倒了
[0265.02 - 0266.02] 現在
[0266.02 - 0267.02] 現在
[0267.02 - 0268.02] 現在
[0268.02 - 0269.02] 肯定
[0269.02 - 0270.02] 肯定
[0270.02 - 0271.02] 肯定
[0271.02 - 0272.02] 肯定
[0272.02 - 0273.02] 肯定
[0273.02 - 0274.02] 肯定
[0274.02 - 0275.02] 肯定
[0275.02 - 0276.02] 肯定
[0276.02 - 0277.02] 肯定
[0277.02 - 0278.02] 肯定
[0278.02 - 0279.02] 肯定
[0279.02 - 0280.02] 肯定
[0280.02 - 0281.02] 肯定
[0281.02 - 0282.02] 肯定
[0282.02 - 0283.02] 肯定
[0283.02 - 0284.02] 肯定
[0284.02 - 0285.02] 肯定
[0285.02 - 0286.02] 肯定
[0286.02 - 0287.02] 肯定
[0287.02 - 0288.02] 肯定
[0288.02 - 0289.02] 肯定
[0289.02 - 0290.02] 肯定
[0290.02 - 0291.02] 肯定
[0291.02 - 0292.02] 肯定
[0292.02 - 0293.02] 肯定
[0293.02 - 0294.02] 肯定
[0294.02 - 0295.02] 肯定
[0295.02 - 0296.02] 肯定
[0296.02 - 0297.02] 肯定
[0297.02 - 0298.02] 肯定
[0298.02 - 0299.02] 肯定
[0299.02 - 0300.02] 肯定
[0300.02 - 0301.02] 肯定
[0301.02 - 0302.02] 肯定
[0302.02 - 0303.02] 肯定
[0303.02 - 0304.02] 肯定
[0304.02 - 0305.02] 肯定
[0305.02 - 0306.02] 肯定
[0306.02 - 0307.02] 肯定
[0307.02 - 0308.02] 肯定
[0308.02 - 0309.02] 肯定
[0309.02 - 0310.02] 肯定
[0310.02 - 0311.02] 肯定
[0311.02 - 0312.02] 肯定
[0312.02 - 0313.02] 肯定
[0313.02 - 0314.02] 肯定
[0314.02 - 0316.02] 我们就开始去生长无声
[0316.02 - 0318.02] 那时就有六件外天去生长无盖
[0318.02 - 0319.02] 那现在
[0319.02 - 0323.02] 假生长的无声数量都算
[0323.02 - 0327.02] 他有效率下假的无声效率比天数25个
[0327.02 - 0330.02] 所以假生长的总无声是可以算到
[0330.02 - 0333.02] 以生长的总无声是可以算的
[0333.02 - 0335.02] 以生长的总无声是比也可以算
[0335.02 - 0338.02] 所以最终的总无声是不是就有了
[0338.02 - 0341.02] 然后同样到底假生长的总无盖
[0341.02 - 0344.02] 以生长的总无盖是都会算
[0344.02 - 0346.02] 所以也想懂
[0346.02 - 0348.02] 所以说就变成了一个左边韩
[0348.02 - 0351.02] X的外右边也很严肃外的防潮
[0351.02 - 0352.02] 对不对
[0352.02 - 0354.02] 一个防潮里边有两个位置数
[0354.02 - 0355.02] 就是吗
[0355.02 - 0356.02] 嗯
[0356.02 - 0357.02] 嗯
[0357.02 - 0358.02] 嗯
[0358.02 - 0359.02] 嗯
[0359.02 - 0360.02] 嗯
[0360.02 - 0361.02] 嗯
[0361.02 - 0362.02] 嗯
[0362.02 - 0363.02] 嗯
[0363.02 - 0364.02] 嗯
[0364.02 - 0365.02] 嗯
[0365.02 - 0366.02] 嗯
[0366.02 - 0368.02] 嗯
[0368.02 - 0369.02] 嗯
[0369.02 - 0370.02] 嗯
[0370.02 - 0371.02] 嗯
[0371.02 - 0372.02] 嗯
[0372.02 - 0373.02] 嗯
[0373.02 - 0374.02] 嗯
[0374.02 - 0375.02] 嗯
[0375.02 - 0376.02] 嗯
[0376.02 - 0377.02] 嗯
[0377.02 - 0378.02] 嗯
[0378.02 - 0379.02] 嗯
[0379.02 - 0380.02] 嗯
[0380.02 - 0381.02] 嗯
[0381.02 - 0382.02] 嗯
[0382.02 - 0383.02] 嗯
[0383.02 - 0384.02] 嗯
[0384.02 - 0385.02] 嗯
[0385.02 - 0386.02] 嗯
[0386.02 - 0387.02] 嗯
[0387.02 - 0388.02] 嗯
[0388.02 - 0389.02] 嗯
[0389.02 - 0390.02] 嗯
[0390.02 - 0391.02] 嗯
[0391.02 - 0392.02] 嗯
[0392.02 - 0393.02] 嗯
[0393.02 - 0394.02] 嗯
[0394.02 - 0395.02] 嗯
[0395.02 - 0396.02] 嗯
[0396.02 - 0397.02] 嗯
[0397.02 - 0398.02] 嗯
[0398.02 - 0399.02] 嗯
[0399.02 - 0401.02] 居然彼此以去发挥
[0401.02 - 0470.55] 彼此能够保证自己回去再看的时候
[0470.55 - 0472.55] 似乎还想起来就行
[0488.73 - 0490.33] 保证来
[0492.33 - 0493.93] 谢宏气算真的有讲的
[0495.13 - 0496.73] 我猜都猜上去是不是那个富裔
[0496.73 - 0498.13] 这个点营用了肯
[0499.13 - 0500.93] 这是我可说的
[0500.93 - 0502.33] 那猜错号啊
[0502.93 - 0504.93] 你每一猜错号都会错呀
[0504.93 - 0505.73] 没有
[0505.73 - 0506.53] 也没有那种错号
[0506.53 - 0507.53] 请明治带讲来
[0507.53 - 0508.53] 我一转移不错
[0509.53 - 0511.13] 这一趟则事实说了
[0511.13 - 0512.13] 可以吧
[0512.13 - 0513.53] 这一趟则事实说了
[0514.33 - 0520.82] 后面还有两个大体会
[0520.82 - 0522.82] 我说这个这个计算
[0522.82 - 0523.62] 不讲了
[0525.42 - 0526.42] 然后
[0526.42 - 0527.82] 这个也不说了哈
[0527.82 - 0529.42] 但是这个一趟我好说一下
[0529.42 - 0532.62] 我下次考试你自己把自己原归没有去买
[0532.82 - 0533.82] 准备好
[0533.82 - 0535.82] 因为我不保证下一颗选籍
[0535.82 - 0537.42] 我没有使贵作图的考
[0537.82 - 0539.62] 考就是考点
[0539.62 - 0541.02] 懂什么样 因为使贵作图
[0541.02 - 0543.02] 其上期末都还是帝考的
[0543.02 - 0544.02] 按你来说
[0544.02 - 0546.02] 他只是对一靠近的没有人
[0547.02 - 0550.02] 这个在前两天我这里还多闷给你们画了
[0550.02 - 0551.02] 这个一光笔的
[0551.02 - 0552.02] 一定要用方程往前没有
[0552.02 - 0554.02] 这一次还是都用方程的
[0554.02 - 0556.02] 这个数二十七没了错
[0556.02 - 0558.02] 二十四贴
[0558.02 - 0559.02] 二十四贴
[0565.37 - 0566.37] 想不想呢
[0566.37 - 0569.62] 你会改对没有
[0569.62 - 0571.62] 对啦 我算错了
[0571.62 - 0573.62] 你气孔这个单狗你自己找我普通找我
[0573.62 - 0575.62] 你别过手老师你没讲
[0575.62 - 0576.62] 因为你自己走了
[0577.62 - 0579.62] 自己普通找我我狗忘了不然
[0579.62 - 0581.62] 这个东西是
[0581.62 - 0582.62] 其实是大家不想要
[0582.62 - 0583.62] 然后我觉得
[0583.62 - 0584.62] 因为目前呢
[0584.62 - 0586.62] 就当独的社区
[0586.62 - 0587.62] 你呢
[0587.62 - 0588.62] 你叫我也错的
[0588.62 - 0589.62] 你今晚因为对
[0589.62 - 0590.62] 那就只有
[0590.62 - 0592.62] 只有你一个人
[0592.62 - 0593.62] 第二想是错的
